route,nq,pax_min,pax_pre,fare_pre,dl_q,nw_q,both_q,legacy_q,dl_any,nw_any,direct,distance,dl_direct,nw_direct,unknown_pax,group,eligible,direct_overlap,original_treated
ABI-GGG,4,1,1.75,166.1666679382325,0,0,0,0,0,0,0.0,290.0,0,0,0,other,False,False,False
ABI-GPT,4,2,6.75,311.16667175292946,0,0,0,0,0,0,0.0,641.0,0,0,0,other,False,False,False
ABI-GRR,4,2,7.25,280.3136405944825,0,0,0,0,0,0,0.0,1058.0,0,0,0,other,False,False,False
ABI-GSO,4,5,12.25,337.6323237101235,0,0,0,0,0,0,0.0,1155.0,0,0,0,other,False,False,False
ABI-GSP,4,4,9.25,262.6252911885578,0,0,0,0,0,0,0.0,1019.0,0,0,0,other,False,False,False
ABI-GUC,1,4,4.0,206.0,0,0,0,0,0,0,0.0,588.0,0,0,0,other,False,False,False
ABI-HDN,2,2,7.0,249.7083282470705,0,0,0,0,0,0,0.0,698.0,0,0,0,other,False,False,False
ABI-HNL,4,7,9.75,559.1595662434895,0,0,0,0,0,0,0.0,3632.0,0,0,0,other,False,False,False
ABI-HOU,4,21,27.0,181.7687780960747,0,0,0,0,0,0,0.0,323.0,0,0,0,other,False,False,False
ABI-HRL,1,4,4.0,191.0,0,0,0,0,0,0,0.0,445.0,0,0,0,other,False,False,False
ABI-HSV,4,4,7.5,233.40750797676938,0,0,0,0,0,0,0.0,760.0,0,0,0,other,False,False,False
ABI-IAD,4,5,17.5,256.90783866246556,0,0,0,0,0,0,0.0,1324.0,0,0,0,other,False,False,False
ABI-IAH,4,26,39.5,146.70272492751087,0,0,0,2,0,0,0.0875400641025641,307.0,0,0,0,other,False,False,False
ABI-ICT,4,4,5.5,290.66666952768975,0,0,0,0,0,0,0.0,384.0,0,0,0,other,False,False,False
ABI-IFP,1,28,28.0,113.0,0,0,0,0,0,0,1.0,0.0,0,0,0,other,False,False,False
ABI-IND,4,14,23.25,225.6845258621943,0,0,0,0,0,0,0.0,903.0,0,0,0,other,False,False,False
ABI-JAC,3,2,4.333333333333333,240.27778116861964,0,0,0,0,0,0,0.0,980.0,0,0,0,other,False,False,False
ABI-JAN,4,9,11.0,182.96145791477628,0,0,0,1,0,0,0.0,561.0,0,0,0,other,False,False,False
ABI-JAX,4,16,25.75,232.84905920007543,0,0,0,0,0,0,0.0,1069.0,0,0,0,other,False,False,False
ABI-JBR,1,2,2.0,155.0,0,0,0,0,0,0,0.0,569.0,0,0,0,other,False,False,False
ABI-JFK,3,4,6.333333333333333,215.2440509796144,0,0,0,0,0,0,0.0,1541.0,0,0,0,other,False,False,False
ABI-LAS,4,130,212.75,195.2115468803606,0,0,0,0,0,0,0.17418546365914786,919.0,0,0,0,other,True,False,False
ABI-LAW,2,1,2.0,149.3333320617675,0,0,0,0,0,0,0.0,166.0,0,0,0,other,False,False,False
ABI-LAX,4,51,69.0,247.84761989540874,0,0,0,0,0,0,0.0,1088.0,0,0,0,other,False,False,False
ABI-LCH,1,2,2.0,180.0,0,0,0,0,0,0,0.0,413.0,0,0,0,other,False,False,False
ABI-LEX,4,7,7.75,310.78125,0,0,0,0,0,0,0.0,935.0,0,0,0,other,False,False,False
ABI-LFT,4,1,4.25,226.3541679382325,0,0,0,0,0,0,0.0,479.0,0,0,0,other,False,False,False
ABI-LGA,4,40,63.75,209.38481685839537,0,0,0,0,0,0,0.0,1539.0,0,0,0,other,False,False,False
ABI-LIT,4,24,27.5,167.44132502873748,0,0,0,0,0,0,0.0,458.0,0,0,0,other,False,False,False
ABI-LRD,4,1,4.0,192.10714394705644,0,0,0,0,0,0,0.0,337.0,0,0,0,other,False,False,False
ABI-MCI,4,38,46.0,179.5188951846059,0,0,0,0,0,0,0.0,551.0,0,0,0,other,False,False,False
ABI-MCO,4,77,89.0,212.96224577062497,0,0,0,0,1,0,0.0,1127.0,0,0,0,other,False,False,False
ABI-MDT,3,2,2.6666666666666665,357.8333333333333,0,0,0,0,0,0,0.0,1381.0,0,0,0,other,False,False,False
ABI-MDW,4,3,4.5,174.2500007629395,0,0,0,0,0,0,0.0,922.0,0,0,0,other,False,False,False
ABI-MEM,4,8,12.75,260.336109161377,0,0,0,0,0,0,0.0,587.0,0,0,0,other,False,False,False
ABI-MFE,4,8,19.5,190.5359703782762,0,0,0,0,0,0,0.0,440.0,0,0,0,other,False,False,False
ABI-MIA,4,7,14.25,263.71111268896146,0,0,0,0,0,0,0.0,1256.0,0,0,0,other,False,False,False
ABI-MKE,4,13,17.25,250.22985538720204,0,0,0,0,0,0,0.0,972.0,0,0,0,other,False,False,False
ABI-MLI,4,4,8.5,282.6100387573242,0,0,0,0,0,0,0.0,804.0,0,0,0,other,False,False,False
ABI-MLU,2,2,2.0,154.0,0,0,0,0,0,0,0.0,446.0,0,0,0,other,False,False,False
ABI-MOB,4,3,7.0,260.15277481079124,0,0,0,0,0,0,0.0,684.0,0,0,0,other,False,False,False
ABI-MSN,4,2,3.25,215.22499847412098,0,0,0,0,0,0,0.0,932.0,0,0,0,other,False,False,False
ABI-MSP,4,19,44.0,197.68160997365973,0,0,0,0,0,4,0.004545454545454545,930.0,0,0,0,other,False,False,False
ABI-MSY,4,19,35.75,199.16910478393004,0,0,0,1,0,0,0.0,582.0,0,0,0,other,False,False,False
ABI-OAK,4,17,21.0,235.69663011508626,0,0,0,0,0,0,0.0,1324.0,0,0,0,other,False,False,False
ABI-OGG,3,2,2.6666666666666665,502.0,0,0,0,0,0,0,0.0,3558.0,0,0,0,other,False,False,False
ABI-OKC,4,11,12.75,154.90697117976043,0,0,0,0,0,0,0.0,238.0,0,0,0,other,False,False,False
ABI-OMA,4,15,20.75,208.11433821565953,0,0,0,0,0,0,0.0,650.0,0,0,0,other,False,False,False
ABI-ONT,4,11,30.0,266.67473463894254,0,0,0,0,0,0,0.0,1042.0,0,0,0,other,False,False,False
ABI-ORD,4,57,93.5,189.95472143828286,0,0,0,0,0,0,0.0,925.0,0,0,0,other,False,False,False
ABI-ORF,4,3,13.0,369.12500222524017,0,0,0,0,0,0,0.0,1368.0,0,0,0,other,False,False,False
ABI-PBI,4,10,17.0,238.4239628918733,0,0,0,0,0,0,0.0,1241.0,0,0,0,other,False,False,False
ABI-PDX,4,28,44.5,266.4233644423792,0,0,0,0,0,0,0.0,1524.0,0,0,0,other,False,False,False
ABI-PHL,4,50,66.25,240.61656397130184,0,0,0,0,0,0,0.0,1454.0,0,0,0,other,False,False,False
ABI-PHX,4,63,70.0,203.1193714213082,0,0,0,0,0,0,0.0,719.0,0,0,0,other,False,False,False
ABI-PIA,4,2,4.75,201.0694427490235,0,0,0,0,0,0,0.0,795.0,0,0,0,other,False,False,False
ABI-PIT,4,11,23.25,296.5554273445067,0,0,0,0,0,0,0.0,1214.0,0,0,0,other,False,False,False
ABI-PNS,4,8,15.5,264.908307355993,0,0,0,1,0,0,0.0,749.0,0,0,0,other,False,False,False
ABI-PSP,4,4,9.0,295.3730214436848,0,0,0,0,0,0,0.0,979.0,0,0,0,other,False,False,False
ABI-RDU,4,41,45.75,221.09099606648218,0,0,0,0,0,0,0.0,1218.0,0,0,0,other,False,False,False
ABI-RIC,4,9,13.75,261.85243055555554,0,0,0,1,0,0,0.0,1312.0,0,0,0,other,False,False,False
ABI-RNO,4,5,12.25,252.17916660308816,0,0,0,0,0,0,0.0,1224.0,0,0,0,other,False,False,False
ABI-ROC,2,1,1.5,265.0,0,0,0,0,0,0,0.0,1407.0,0,0,0,other,False,False,False
ABI-RSW,3,4,8.666666666666666,241.56980096105153,0,0,0,1,0,0,0.0,1152.0,0,0,0,other,False,False,False
ABI-SAN,4,44,53.25,213.88363743059764,0,0,0,0,0,0,0.0,1020.0,0,0,0,other,False,False,False
ABI-SAT,4,11,17.75,181.73035450698518,0,0,0,0,0,0,0.0,211.0,0,0,0,other,False,False,False
ABI-SAV,4,5,7.5,279.8809547424315,0,0,0,0,0,0,0.0,1080.0,0,0,0,other,False,False,False
ABI-SBA,1,2,2.0,316.0,0,0,0,0,0,0,0.0,1171.0,0,0,0,other,False,False,False
ABI-SDF,4,15,23.0,208.97665774704245,0,0,0,0,0,0,0.0,881.0,0,0,0,other,False,False,False
ABI-SEA,4,39,60.0,236.9264027236859,0,0,0,0,1,0,0.0,1578.0,0,0,0,other,False,False,False
ABI-SFO,4,6,22.5,252.97916316986084,0,0,0,0,0,0,0.0,1332.0,0,0,0,other,False,False,False
ABI-SGF,3,4,7.333333333333333,285.7666625976563,0,0,0,0,0,0,0.0,489.0,0,0,0,other,False,False,False
ABI-SHV,4,2,4.5,303.25,0,0,0,1,0,0,0.0,342.0,0,0,0,other,False,False,False
ABI-SJC,4,8,19.75,256.23022173933106,0,0,0,0,0,0,0.0,1305.0,0,0,0,other,False,False,False
ABI-SJU,1,2,2.0,184.0,0,0,0,0,0,0,0.0,0.0,0,0,0,other,False,False,False
ABI-SLC,4,19,28.75,262.1048630577738,0,0,0,0,6,0,0.0,894.0,0,0,0,other,False,False,False
ABI-SMF,4,35,40.5,235.79046491677258,0,0,0,0,0,0,0.0,1304.0,0,0,0,other,False,False,False
ABI-SNA,4,38,44.5,218.7827913728379,0,0,0,0,0,0,0.0,1057.0,0,0,0,other,False,False,False
ABI-STL,4,29,62.75,180.82162811345063,0,0,0,0,0,0,0.0,683.0,0,0,0,other,False,False,False
ABI-SYR,4,5,9.25,345.26338577270496,0,0,0,0,0,0,0.0,1479.0,0,0,0,other,False,False,False
ABI-TPA,4,37,41.0,208.09538703147933,0,0,0,0,0,0,0.0,1069.0,0,0,0,other,False,False,False
ABI-TUL,4,19,29.0,145.7973518819461,0,0,0,0,0,0,0.0,340.0,0,0,0,other,False,False,False
ABI-TUS,4,16,21.75,311.27709303231063,0,0,0,0,0,0,0.0,659.0,0,0,0,other,False,False,False
ABI-TXK,1,1,1.0,307.0,0,0,0,0,0,0,0.0,338.0,0,0,0,other,False,False,False
ABI-TYR,3,2,2.0,149.0,0,0,0,0,0,0,0.0,250.0,0,0,0,other,False,False,False
ABI-TYS,4,11,15.5,259.05503463745123,0,0,0,0,0,0,0.0,928.0,0,0,0,other,False,False,False
ABI-VPS,4,15,23.5,368.08484649658226,0,0,0,0,0,0,0.0,771.0,0,0,0,other,False,False,False
ABI-XNA,4,1,3.0,273.7916679382325,0,0,0,0,0,0,0.0,407.0,0,0,0,other,False,False,False
ABQ-ABR,4,6,14.0,462.0064609343992,0,0,0,0,0,35,0.0,839.0,0,0,0,other,False,False,False
ABQ-ABY,3,2,3.6666666666666665,394.7333374023437,0,0,0,0,11,0,0.0,1316.0,0,0,0,other,False,False,False
ABQ-ACT,4,32,36.0,161.30753090857326,0,0,0,0,0,0,0.0,591.0,0,0,0,other,False,False,False
ABQ-ACV,4,10,22.5,282.24228228363876,0,0,0,0,0,0,0.0,1036.0,0,0,0,other,False,False,False
ABQ-ACY,3,2,6.0,370.740743001302,0,0,0,0,18,0,0.0,1780.0,0,0,0,other,False,False,False
ABQ-AEX,4,48,54.0,235.03523760406455,0,0,0,0,10,0,0.0,853.0,0,0,0,other,False,False,False
ABQ-AGS,4,32,44.5,445.98358154296875,0,0,0,0,178,0,0.0,1411.0,0,0,0,other,False,False,False
ABQ-AIA,1,2,2.0,213.0,0,0,0,0,0,0,0.0,527.0,0,0,0,other,False,False,False
ABQ-ALB,4,262,357.25,216.02594176497539,0,0,0,0,275,49,0.015809983087260594,1832.0,0,0,0,other,True,False,False
ABQ-ALO,4,2,5.0,215.16666666666666,0,0,0,0,0,20,0.0,924.0,0,0,0,other,False,False,False
ABQ-AMA,4,381,449.25,90.8097152709961,0,0,0,0,0,0,1.0,277.0,0,0,0,other,True,False,False
ABQ-ANC,4,117,206.75,343.10093545414935,0,1,0,4,333,19,0.0,2616.0,0,0,0,other,True,False,False
ABQ-APF,3,1,2.3333333333333335,341.0,0,0,0,0,7,0,0.0,1596.0,0,0,0,other,False,False,False
ABQ-ASE,4,6,21.75,171.33065955694133,0,0,0,0,0,0,0.0,290.0,0,0,0,other,False,False,False
ABQ-ATL,4,1115,1306.75,287.186904867815,4,0,0,4,2953,20,0.527224760462348,1268.0,2746,1,0,other,True,False,False
ABQ-ATW,4,20,23.75,286.681905608363,0,0,0,0,18,48,0.0,1151.0,0,0,0,other,False,False,False
ABQ-ATY,1,2,2.0,274.0,0,0,0,0,0,2,0.0,845.0,0,0,0,other,False,False,False
ABQ-AUS,4,1209,1346.0,178.6368578951845,0,0,0,4,0,0,0.5359389400399522,613.0,0,0,0,unexposed_legacy,True,False,False
ABQ-AVL,4,26,51.5,344.7147102141068,0,0,0,0,172,8,0.0,1357.0,0,0,0,other,False,False,False
ABQ-AVP,4,30,39.75,227.65801339062148,0,0,0,0,127,0,0.0,1725.0,0,0,0,other,False,False,False
ABQ-AZO,4,34,40.75,235.00948652699142,0,0,0,0,34,18,0.0,1237.0,0,0,0,other,False,False,False
ABQ-BDL,4,516,704.0,207.10633338047325,4,4,4,4,801,297,0.01951570645620354,1884.0,36,9,0,overlap,True,False,False
ABQ-BFF,3,2,4.666666666666667,247.11111195882165,0,0,0,0,0,0,0.0,500.0,0,0,0,other,False,False,False
ABQ-BFL,4,61,75.25,206.02878073664442,0,0,0,0,6,0,0.0029411764705882353,703.0,0,0,0,other,False,False,False
ABQ-BGM,4,6,10.75,297.4816150478288,0,0,0,0,16,0,0.0,1718.0,0,0,0,other,False,False,False
ABQ-BGR,4,11,21.0,320.192969851463,0,0,0,0,73,2,0.0,2093.0,0,0,0,other,False,False,False
ABQ-BHM,4,267,323.75,205.47997990879972,4,0,0,4,214,0,0.1247767066900934,1137.0,4,0,0,other,True,False,False
ABQ-BIL,4,184,214.25,201.7881441836435,0,0,0,4,14,0,0.00663716814159292,752.0,0,0,0,other,True,False,False
ABQ-BIS,4,48,57.5,297.78911782264663,0,4,0,0,0,72,0.0,867.0,0,0,0,other,False,False,False
ABQ-BJI,4,4,9.75,416.9358638090245,0,0,0,0,0,39,0.0,1052.0,0,0,0,other,False,False,False
ABQ-BKX,1,2,2.0,353.0,0,0,0,0,0,0,0.0,825.0,0,0,0,other,False,False,False
ABQ-BLI,4,6,13.0,303.03249980709614,0,0,0,0,0,0,0.14030100334448162,1251.0,0,0,0,other,False,False,False
ABQ-BMI,4,10,15.0,234.47539751567533,0,0,0,0,29,0,0.0,1035.0,0,0,0,other,False,False,False
ABQ-BNA,4,792,896.75,188.64124600594576,1,0,0,4,245,32,0.391468314664757,1122.0,3,0,0,other,True,False,False
ABQ-BOI,4,281,375.5,200.50976101924445,0,0,0,4,177,0,0.012186590710798218,782.0,0,0,0,other,True,False,False
ABQ-BOS,4,665,929.0,291.1766525895009,4,0,0,4,360,137,0.011704375996419818,1972.0,13,0,0,other,True,False,False
ABQ-BPT,4,4,8.75,230.18655340599292,0,0,0,0,0,0,0.0,814.0,0,0,0,other,False,False,False
ABQ-BQK,3,5,7.0,393.6666666666667,0,0,0,0,21,0,0.0,1475.0,0,0,0,other,False,False,False
ABQ-BRD,3,2,4.0,301.77778116861964,0,0,0,0,0,12,0.0,1019.0,0,0,0,other,False,False,False
ABQ-BRO,4,7,11.25,233.29639218968842,0,0,0,0,0,0,0.0,835.0,0,0,0,other,False,False,False
ABQ-BTM,4,4,6.75,365.3125,0,0,0,0,0,0,0.0,815.0,0,0,0,other,False,False,False
ABQ-BTR,4,130,139.25,208.9241896543038,0,0,0,4,17,0,0.0,950.0,0,0,0,other,True,False,False
ABQ-BTV,4,64,73.75,305.85159179157665,0,0,0,0,50,0,0.0,1879.0,0,0,0,other,False,False,False
ABQ-BUF,4,192,306.5,204.87872472752,4,2,2,2,329,94,0.05701293686685481,1586.0,12,0,0,other,True,False,False
ABQ-BUR,4,784,1014.25,164.95724703776827,0,0,0,4,7,0,0.2729201242452628,671.0,0,0,0,other,True,False,False
ABQ-BWI,4,1811,2138.75,210.18367706386266,4,0,0,4,945,272,0.5855494910208152,1668.0,90,10,0,other,True,False,False
ABQ-BZN,4,39,55.5,269.76977522281055,0,0,0,0,1,0,0.00641025641025641,780.0,0,0,0,other,False,False,False
ABQ-CAE,4,101,110.25,361.449217039464,4,0,0,0,238,0,0.0,1452.0,0,0,0,other,True,False,False
ABQ-CAK,4,88,148.0,190.40136576648206,0,0,0,0,212,0,0.0,1425.0,0,0,0,other,False,False,False
ABQ-CDC,1,2,2.0,243.0,0,0,0,0,0,0,0.0,406.0,0,0,0,other,False,False,False
ABQ-CDR,2,2,3.5,229.8,0,0,0,0,0,0,0.0,571.0,0,0,0,other,False,False,False
ABQ-CEC,1,2,2.0,202.0,0,0,0,0,0,0,0.0,1061.0,0,0,0,other,False,False,False
ABQ-CHA,4,27,35.5,283.47323613991443,0,0,0,0,63,0,0.0,1210.0,0,0,0,other,False,False,False
ABQ-CHO,4,31,34.25,339.0403573678026,1,0,0,0,104,0,0.0,1572.0,0,0,0,other,False,False,False
ABQ-CHS,4,91,104.75,294.6583269036785,4,0,0,0,220,1,0.0025,1527.0,1,0,0,other,False,False,False
ABQ-CIC,3,4,7.333333333333333,150.6500006357829,0,0,0,3,0,0,0.0,899.0,0,0,0,unexposed_legacy,False,False,False
ABQ-CID,4,98,115.5,251.7910172428672,0,1,0,0,1,63,0.0,934.0,0,0,0,other,False,False,False
ABQ-CLD,4,16,23.25,132.28952520449644,0,0,0,4,0,0,0.0,625.0,0,0,0,unexposed_legacy,False,False,False
ABQ-CLE,4,315,507.75,221.25848383582118,0,4,0,4,193,198,0.05073851907621311,1410.0,0,0,0,other,True,False,False
ABQ-CLL,4,29,44.75,202.40331920160054,0,0,0,0,0,0,0.0,670.0,0,0,0,other,False,False,False
ABQ-CLT,4,219,385.0,235.1999383069853,4,2,2,4,377,70,0.009624449902061074,1448.0,7,0,0,other,True,False,False
ABQ-CMH,4,605,736.5,180.1424455347444,4,3,3,4,769,203,0.07212383829356653,1342.0,79,0,0,overlap,True,False,False
ABQ-CMI,4,17,38.25,234.95585113275234,0,0,0,0,0,0,0.0,1061.0,0,0,0,other,False,False,False
ABQ-CMX,3,4,10.666666666666666,275.8461527767343,0,0,0,0,0,32,0.0,1258.0,0,0,0,other,False,False,False
ABQ-CNY,1,2,2.0,277.0,0,0,0,0,0,0,0.0,310.0,0,0,0,other,False,False,False
ABQ-COD,4,2,5.5,274.6562517484029,0,0,0,0,0,0,0.0,668.0,0,0,0,other,False,False,False
ABQ-COS,4,148,165.5,198.10879093946787,0,0,0,0,0,0,0.0,281.0,0,0,0,other,True,False,False
ABQ-CPR,4,12,21.75,272.3764998109134,0,0,0,0,0,0,0.0,544.0,0,0,0,other,False,False,False
ABQ-CRP,4,131,143.75,211.544651917383,0,0,0,0,0,0,0.023330824642511558,735.0,0,0,0,other,True,False,False
ABQ-CRW,4,39,57.5,234.96882065437663,0,0,0,0,141,0,0.0,1402.0,0,0,0,other,False,False,False
ABQ-CSG,4,1,5.5,632.8055504692925,0,0,0,0,22,0,0.0,1256.0,0,0,0,other,False,False,False
ABQ-CVG,4,210,321.25,315.2580713264906,4,0,0,0,970,29,0.6898904046536358,1239.0,892,0,0,other,True,False,False
ABQ-CWA,4,18,21.75,262.9956293923515,0,0,0,0,0,79,0.0,1120.0,0,0,0,other,False,False,False
ABQ-CYS,4,5,7.25,262.1357127598354,0,0,0,0,0,0,0.0,434.0,0,0,0,other,False,False,False
ABQ-DAB,4,12,15.25,286.4908396402992,4,0,0,0,61,0,0.0,1546.0,0,0,0,other,False,False,False
ABQ-DAL,4,4580,5098.75,130.47245577680195,0,0,0,0,0,0,0.9884466191344914,580.0,0,0,0,other,True,False,False
ABQ-DAY,4,165,198.5,299.70467501154917,4,0,0,4,234,10,0.0,1270.0,0,0,0,other,True,False,False
ABQ-DBQ,4,2,2.25,353.75,0,0,0,0,0,0,0.0,995.0,0,0,0,other,False,False,False
ABQ-DCA,4,1619,1870.75,245.48766607552756,4,1,1,4,1389,352,0.02674737785297112,1649.0,5,43,0,other,True,False,False
ABQ-DDC,2,1,1.5,260.0,0,0,0,0,0,0,0.0,415.0,0,0,0,other,False,False,False
ABQ-DEN,4,3264,4117.5,145.9151741007507,0,0,0,4,0,0,0.9978561030274421,340.0,0,0,0,unexposed_legacy,True,False,False
ABQ-DFW,4,2208,2444.0,128.02091365206795,0,0,0,4,3,0,0.9622348879239764,569.0,0,0,0,other,True,False,False
ABQ-DHN,4,6,10.5,446.2187538146974,0,0,0,0,42,0,0.0,1249.0,0,0,0,other,False,False,False
ABQ-DIK,3,2,4.0,273.25,0,0,0,0,0,0,0.0,837.0,0,0,0,other,False,False,False
ABQ-DLH,4,26,35.75,317.23164376097503,0,4,0,0,0,142,0.0,1107.0,0,0,0,other,False,False,False
ABQ-DRT,4,1,6.5,205.69047564551926,0,0,0,0,0,0,0.0,514.0,0,0,0,other,False,False,False
ABQ-DSM,4,74,115.25,265.2977765154895,0,0,0,4,3,36,0.006756756756756757,833.0,0,0,0,other,False,False,False
ABQ-DTW,4,693,1002.75,197.9119703468769,0,4,0,4,304,823,0.030714725376341602,1346.0,0,0,0,other,True,False,False
ABQ-DVL,1,1,1.0,808.0,0,0,0,0,0,1,0.0,987.0,0,0,0,other,False,False,False
ABQ-EAR,3,5,6.666666666666667,234.83333333333334,0,0,0,0,0,0,0.0,572.0,0,0,0,other,False,False,False
ABQ-EAT,1,1,1.0,822.0,0,0,0,0,0,0,0.0,1107.0,0,0,0,other,False,False,False
ABQ-EAU,4,2,5.25,250.28332901000974,0,0,0,0,0,21,0.0,1048.0,0,0,0,other,False,False,False
ABQ-EGE,4,5,8.5,251.83809367588577,0,0,0,3,0,0,0.0,319.0,0,0,0,unexposed_legacy,False,False,False
ABQ-EKO,4,4,9.25,343.6875,0,0,0,0,0,0,0.0,641.0,0,0,0,other,False,False,False
ABQ-ELP,4,1362,1405.75,94.13462638854982,0,0,0,0,0,0,1.0,225.0,0,0,0,other,True,False,False
ABQ-ERI,3,2,5.666666666666667,225.92592875162768,0,0,0,0,17,0,0.0,1503.0,0,0,0,other,False,False,False
ABQ-EUG,4,71,96.25,240.48726148623692,0,0,0,0,1,0,0.020370370370370372,1083.0,0,0,0,other,False,False,False
ABQ-EVV,4,21,31.5,213.17857072012768,0,0,0,0,62,0,0.0,1078.0,0,0,0,other,False,False,False
ABQ-EWN,3,6,9.0,180.22222391764333,0,0,0,0,27,0,0.0,1668.0,0,0,0,other,False,False,False
ABQ-EWR,4,1078,1704.75,210.32476284931968,3,0,0,4,656,155,0.5465421860441908,1803.0,33,9,0,other,True,False,False
ABQ-EYW,4,4,5.0,428.54166412353527,0,0,0,0,20,0,0.0,1652.0,0,0,0,other,False,False,False
ABQ-FAI,2,4,10.0,515.7812595367433,0,2,0,0,14,6,0.0,2670.0,0,0,0,other,False,False,False
ABQ-FAR,4,51,76.75,273.8570260427262,0,4,0,0,0,141,0.0043859649122807015,966.0,0,0,0,other,False,False,False
ABQ-FAT,4,117,146.75,200.1278756148964,0,0,0,0,2,0,0.02682989525094788,744.0,0,0,0,other,True,False,False
ABQ-FAY,4,22,29.0,375.46293640136724,0,0,0,0,116,0,0.0,1566.0,0,0,0,other,False,False,False
ABQ-FCA,4,22,49.0,329.7107012889622,0,0,0,0,0,0,0.0,998.0,0,0,0,other,False,False,False
ABQ-FLG,4,1,7.5,162.0249997774762,0,0,0,0,0,0,0.0,287.0,0,0,0,other,False,False,False
ABQ-FLL,4,825,897.0,186.16110510119339,4,0,0,4,562,7,0.08324428396058124,1687.0,8,0,0,other,True,False,False
ABQ-FLO,3,2,4.333333333333333,504.6666666666667,0,0,0,0,13,0,0.0,1527.0,0,0,0,other,False,False,False
ABQ-FNT,4,42,57.5,203.36362942567635,0,2,0,0,104,38,0.0,1340.0,0,0,0,other,False,False,False
ABQ-FOD,2,2,2.0,269.5,0,0,0,0,0,4,0.0,846.0,0,0,0,other,False,False,False
ABQ-FSD,4,69,94.75,236.70647398349178,0,4,0,2,0,76,0.0,791.0,0,0,0,other,False,False,False
ABQ-FSM,4,27,35.25,249.48225402832026,0,0,0,0,0,0,0.0,692.0,0,0,0,other,False,False,False
ABQ-FWA,4,41,48.25,223.1699671029441,0,0,0,0,59,0,0.0,1234.0,0,0,0,other,False,False,False
ABQ-GCC,4,1,9.5,300.79166653951006,0,0,0,0,0,0,0.0,647.0,0,0,0,other,False,False,False
ABQ-GCK,1,3,3.0,255.0,0,0,0,0,0,0,0.0,383.0,0,0,0,other,False,False,False
ABQ-GEG,4,250,411.0,204.50987295031268,0,0,0,4,164,0,0.0586828991220028,1037.0,5,0,0,other,True,False,False
ABQ-GFK,4,17,27.0,273.595015390757,0,4,0,0,0,107,0.0,1016.0,0,0,0,other,False,False,False
ABQ-GGG,4,2,18.0,206.13214492797852,0,0,0,0,0,0,0.0,708.0,0,0,0,other,False,False,False
ABQ-GJT,4,16,22.75,241.99307044174358,0,0,0,0,0,0,0.018682065217391304,301.0,0,0,0,other,False,False,False
ABQ-GNV,4,11,15.0,266.07173156738276,0,0,0,0,60,0,0.0,1465.0,0,0,0,other,False,False,False
ABQ-GPT,4,84,91.75,235.73435464759288,0,0,0,0,60,0,0.0,1068.0,0,0,0,other,False,False,False
ABQ-GRB,4,61,91.25,225.44028298608438,0,4,0,0,17,295,0.0,1176.0,0,0,0,other,False,False,False
ABQ-GRK,4,14,22.75,155.7002987240988,0,0,0,0,0,0,0.0,0.0,0,0,0,other,False,False,False
ABQ-GRR,4,146,173.5,245.56591910801146,0,4,0,0,69,216,0.012903330520028566,1252.0,0,8,0,other,True,False,False
ABQ-GSO,4,76,126.0,237.26452681528247,4,0,0,3,247,13,0.0,1498.0,0,0,0,other,False,False,False
ABQ-GSP,4,70,103.5,297.0042886645944,4,0,0,0,163,0,0.0,1380.0,0,0,0,other,False,False,False
ABQ-GTF,4,56,61.0,319.85831850030934,0,0,0,0,2,0,0.01694915254237288,895.0,0,0,0,other,False,False,False
ABQ-GTR,4,2,7.25,287.127456665039,0,0,0,0,29,0,0.0,1035.0,0,0,0,other,False,False,False
ABQ-GUC,2,2,4.0,197.5,0,0,0,1,0,0,0.0,242.0,0,0,0,other,False,False,False
ABQ-HDN,4,9,12.0,226.07896514165967,0,0,0,2,0,0,0.0,378.0,0,0,0,other,False,False,False
ABQ-HHH,4,2,3.0,374.5,0,0,0,0,12,0,0.0,1502.0,0,0,0,other,False,False,False
ABQ-HIB,4,1,2.25,390.375,0,0,0,0,0,9,0.0,1111.0,0,0,0,other,False,False,False
ABQ-HLN,4,21,32.25,360.19660259428474,0,0,0,0,0,0,0.011904761904761904,848.0,0,0,0,other,False,False,False
ABQ-HNL,4,367,398.75,341.8159910401224,0,0,0,4,99,4,0.0,3233.0,0,0,0,other,True,False,False
ABQ-HON,2,1,1.5,340.5,0,0,0,0,0,0,0.0,784.0,0,0,0,other,False,False,False
ABQ-HOT,1,2,2.0,204.0,0,0,0,0,0,0,0.0,768.0,0,0,0,other,False,False,False
ABQ-HOU,4,1931,2161.25,161.48887680646132,0,0,0,0,0,0,0.8903348261817113,759.0,0,0,0,other,True,False,False
ABQ-HPN,4,26,36.25,349.5953079339665,0,0,0,0,49,10,0.0,1828.0,0,0,0,other,False,False,False
ABQ-HRL,4,97,104.0,213.06570057810296,0,0,0,0,0,0,0.048224957837054605,809.0,0,0,0,other,False,False,False
ABQ-HSV,4,154,182.25,305.0711279319205,2,0,0,4,162,0,0.03887683125339121,1124.0,0,0,0,other,True,False,False
ABQ-HTS,3,4,6.666666666666667,291.186503092448,0,0,0,0,20,0,0.0,1350.0,0,0,0,other,False,False,False
ABQ-HYS,2,1,2.0,215.66666666666669,0,0,0,0,0,0,0.0,483.0,0,0,0,other,False,False,False
ABQ-IAD,4,1321,1535.5,247.3596148206389,0,0,0,4,268,101,0.5522689121193283,1626.0,3,14,0,other,True,False,False
